nid,tnid,type,title,field_heading,body,field_headline,language,field_image,field_image_alt,field_image_title,field_hero_image,field_company_logo,field_sub_headline,field_website,field_linkedin_page,field_facebook_page,field_headquarters_address_country,field_headquarters_address,field_headquarters_address_suite,field_headquarters_address_city,field_headquarters_address_state,field_headquarters_address_zip,field_factoring_features_toggle,field_fuel_features_toggle,field_additional_fuel_features,field_agent_type,field_lead_email,field_agent_crm_name,field_agent_user_reference,field_agent_contact_id,field_main_content,user_id,author,created,updated,field_weight,alias_path,promote,status,sticky
1315,0,Agent Company,Lioness Freight Logistics,Lioness Freight Logistics,,Factoring and Fuel Discounts for Trucking Companies,English,https://www.rtsinc.com/sites/default/files/RTS%20Agent%20Page_124.jpg,,,,,"RTS and Lioness Freight Logistics LLC have a trusted partnership that provides access to factoring and fuel services, helping customers grow their business.",https://www.lionessfreightlogistics.com/,,,United States,90 East Halsey Road,,Parsippany,New Jersey,7054,On,On,On,,abeeman@rtsfinancial.com,,,0033x000032DQETAA4,,677,pgreenbaum_677,1608263927,1608263958,,/agent-company/lioness-freight-logistics,0,1,0
1318,0,Agent Company,Dispatch Training Center,Dispatch Training Center,,Factoring and Fuel Discounts for Trucking Companies,English,https://www.rtsinc.com/sites/default/files/RTS%20Agent%20Page_125.jpg,,,,https://www.rtsinc.com/sites/default/files/Dispatch-Training-Center_0.png,"RTS and Dispatch Training Center have a trusted partnership that provides access to factoring and fuel services, helping customers grow their business.",,,,United States,65 Trournament Dr.,,South Hawthorne Woods,Illinois,60074,On,On,On,,pmitchell@rtsfinancial.com,,,0031H00002H8SAZQA3,,677,pgreenbaum_677,1608732632,1608732632,,/agent-company/dispatch-training-center,0,1,0
1329,0,Agent Company,Front Range Insurance and Financial Services,Front Range Insurance and Financial Services,,Factoring and Fuel Discounts for Trucking Companies,English,https://www.rtsinc.com/sites/default/files/RTS%20Agent%20Page_109.jpg,,,,https://www.rtsinc.com/sites/default/files/FrontRangeLogo_Color_largeJPG.JPG,"RTS and Front Range Insurance and Financial Services have a trusted partnership that provides access to factoring and fuel services, helping customers grow their business.",https://www.frontrange-ins.com/,https://www.linkedin.com/company/front-range-insurance-financial-services/,,United States,907 30th Avuenue,Suite 104,Greeley,Colorado,80634,On,On,On,,wpriest@rtsfinancial.com,,,0031H000025qu4gQAA,,677,pgreenbaum_677,1610462385,1610462385,,/agent-company/front-range-insurance-and-financial-services-0,0,1,0
1330,0,Agent Company,Kie Logistics & Dispatch Services LLC,Kie Logistics & Dispatch Services LLC,,Factoring and Fuel Discounts for Trucking Companies,English,https://www.rtsinc.com/sites/default/files/RTS%20Agent%20Page_126.jpg,,,,https://www.rtsinc.com/sites/default/files/Kie-Logistics.png,"RTS and Kie Logistics & Dispatch Services LLC have a trusted partnership that provides access to factoring and fuel services, helping customers grow their business.",http://www.kielogistics.com,,,United States,2929 Watson Blvd Suite 2 #389,,Warner Robins,Georgia,31093,On,On,On,,tyork@rtsfinancial.com,,,0033x000032Fy15AAC,,677,pgreenbaum_677,1610463024,1610463024,,/agent-company/kie-logistics-dispatch-services-llc,0,1,0
1331,0,Agent Company,Blue Scorpion Trucking,Blue Scorpion Trucking,,Factoring and Fuel Discounts for Trucking Companies,English,https://www.rtsinc.com/sites/default/files/RTS%20Agent%20Page_127.jpg,,,,https://www.rtsinc.com/sites/default/files/bluescorion%20logo.JPG,"RTS and Blue Scorpion Trucking have a trusted partnership that provides access to factoring and fuel services, helping customers grow their business.",https://www.bluescorpiontruckinganddispatch.com/?fbclid=IwAR3wUhQlnZm5MfDyf-7Gqp…,,https://www.facebook.com/bluescorpiontrucking,United States,22503 KATY FREEWAY,Suite 29,Katy,Texas,77450,On,On,On,,mschiller@rtscarrierservices.com,,,0031H000025YzrIQAS,,677,pgreenbaum_677,1610463372,1610463372,,/agent-company/blue-scorpion-trucking,0,1,0
1334,0,Agent Company,Elite Brokerage,Elite Brokerage,,Factoring and Fuel Discounts for Trucking Companies,English,https://www.rtsinc.com/sites/default/files/RTS%20Agent%20Page_128.jpg,,,,https://www.rtsinc.com/sites/default/files/Elite%20Brokerage.JPG,"RTS and Elite Brokerage have a trusted partnership that provides access to factoring and fuel services, helping customers grow their business.",https://elitebrokeragegroup.com/,,,United States,10568 Madison Brooks Drive,,Fishers,Indiana,46040,On,On,On,,jdouglas@rtscarrierservices.com,,,0033x000032fx8EAAQ,,677,pgreenbaum_677,1610989127,1610989127,,/agent-company/elite-brokerage,0,1,0
1335,0,Agent Company,IV Dispatching Services,IV Dispatching Services,,Factoring and Fuel Discounts for Trucking Companies,English,https://www.rtsinc.com/sites/default/files/RTS%20Agent%20Page_129.jpg,,,,https://www.rtsinc.com/sites/default/files/IV_logo3.jpg,"RTS and IV Dispatching Services have a trusted partnership that provides access to factoring and fuel services, helping customers grow their business.",http://www.ivdispatching.com,,,United States,1701 Wesley Way,Unit A,Conyers,Georgia,30012,On,On,On,Owned Agent,lreazin@rtsfinancial.com,,,0033x000031LAl2AAG,,677,pgreenbaum_677,1610990097,1669753393,,/agent-company/iv-dispatching-services,0,1,0
1336,0,Agent Company,Multimodal Transportation Solutions Inc.,Multimodal Transportation Solutions Inc.,,Factoring and Fuel Discounts for Trucking Companies,English,https://www.rtsinc.com/sites/default/files/RTS%20Agent%20Page_130.jpg,,,,https://www.rtsinc.com/sites/default/files/MTSI%20Logo.PNG,"RTS and Multimodal Transportation Solutions Inc have a trusted partnership that provides access to factoring and fuel services, helping customers grow their business.",,,,United States,17330 Preston Road,#200C,Dallas,Texas,75252,On,On,On,,mlicciardi@rtscarrierservices.com,,,0031H00002HMMLLQA5,,677,pgreenbaum_677,1610990597,1615481999,,/agent-company/multimodal-transportation-solutions-inc,0,1,0
1337,0,Agent Company,TBC Consultants,TBC Consultants,,Factoring and Fuel Discounts for Trucking Companies,English,https://www.rtsinc.com/sites/default/files/RTS%20Agent%20Page_131.jpg,,,,https://www.rtsinc.com/sites/default/files/TBC-Consulting.png,"RTS and TBC Consultants have a trusted partnership that provides access to factoring and fuel services, helping customers grow their business.",https://tbcconsultantsllc.com/,,,United States,PO Box 1509,,Cedar Park,Texas,78630,On,On,On,,wzawisza@rtsfinancial.com,,,0031H000025YxwKQAS,,677,pgreenbaum_677,1610990744,1610991695,,/agent-company/tbc-consultants,0,1,0
1338,0,Agent Company,Tacit Logistics,Tacit Logistics,,Factoring and Fuel Discounts for Trucking Companies,English,https://www.rtsinc.com/sites/default/files/RTS%20Agent%20Page_132.jpg,,,,https://www.rtsinc.com/sites/default/files/Tacit-Blue%20Logos.jpg,"RTS and Tacit Logistics have a trusted partnership that provides access to factoring and fuel services, helping customers grow their business.",https://tacitlogistics.wixsite.com/website/partnerships,https://www.linkedin.com/company/tacit-logistics-inc,https://www.facebook.com/TacitLogistics/,United States,1306 Robin,,Houston,Texas,77019,On,On,On,,gdurham@rtscarrierservices.com,,,0031H000025ptHBQAY,,677,pgreenbaum_677,1610991207,1611089988,,/agent-company/tacit-logistics,0,1,0
1339,0,Agent Company,Instamuv,Instamuv,,Factoring and Fuel Discounts for Trucking Companies,English,https://www.rtsinc.com/sites/default/files/RTS%20Agent%20Page_133.jpg,,,,https://www.rtsinc.com/sites/default/files/INSTAMUV%20LOGO_0.JPG,"RTS and Instamuv have a trusted partnership that provides access to factoring and fuel services, helping customers grow their business.",https://instamuv.com/,,,United States,10869 North Scottsdale Road,,Scottsdale,Arizona,85254,On,On,On,,ekamm@rtscarrierservices.com,,,0033x000030ZBcrAAG,,677,pgreenbaum_677,1611092517,1627916729,,/agent-company/instamuv,0,1,0
1341,0,Agent Company,Taye Logistics,Taye Logistics,,Factoring and Fuel Discounts for Trucking Companies,English,https://www.rtsinc.com/sites/default/files/RTS%20Agent%20Page_134.jpg,,,,https://www.rtsinc.com/sites/default/files/Taye-Logistics.png,"RTS and Taye Logistics have a trusted partnership that provides access to factoring and fuel services, helping customers grow their business.",http://tayelogistics.com/,,,United States,1229 E. Pleasant Run Road,Suite 127,DeSoto,Texas,75115,On,On,On,,abeeman@rtsfinancial.com,,,0033x000032FU51AAG,,677,pgreenbaum_677,1611325645,1611325645,,/agent-company/taye-logistics,0,1,0
1342,0,Agent Company,IN AND OUT EXPRESS DISPATCH SERVICE,IN AND OUT EXPRESS DISPATCH SERVICE,,Factoring and Fuel Discounts for Trucking Companies,English,https://www.rtsinc.com/sites/default/files/RTS%20Agent%20Page_135.jpg,,,,https://www.rtsinc.com/sites/default/files/in%20and%20out%20dispatch.JPG,"RTS and In and Out Express Dispatch Service have a trusted partnership that provides access to factoring and fuel services, helping customers grow their business.",,,https://www.facebook.com/pages/category/Transportation-Service/In-and-out-express-dispatch-service-102700211786826/,United States,3340 Peach Tree Road,Suite 1800,Atlanta,Georgia,30326,On,On,On,,savila@rtsfinancial.com,,,0033x000032fx5oAAA,,677,pgreenbaum_677,1611326166,1611326166,,/agent-company/and-out-express-dispatch-service,0,1,0
1343,0,Agent Company,Delajo Logistics,Delajo Logistics,,Factoring and Fuel Discounts for Trucking Companies,English,https://www.rtsinc.com/sites/default/files/RTS%20Agent%20Page_136.jpg,,,,https://www.rtsinc.com/sites/default/files/Delajo%20Logistics.jpg,"RTS and Delajo Logistics have a trusted partnership that provides access to factoring and fuel services, helping customers grow their business.",https://delajologistics.com/,,,United States,1810 North Gray Strueet,Apt. A,Kileen,Texas,76541,On,On,On,,abeeman@rtsfinancial.com,,,0033x0000338tXJAAY,,677,pgreenbaum_677,1611326506,1613052321,,/agent-company/delajo-logistics,0,1,0
1344,0,Agent Company,Abraham & Associates,Abraham & Associates,,Factoring and Fuel Discounts for Trucking Companies,English,https://www.rtsinc.com/sites/default/files/RTS%20Agent%20Page_138.jpg,,,,https://www.rtsinc.com/sites/default/files/Abraham%20%26%20associates.PNG,"RTS and Abraham & Associates have a trusted partnership that provides access to factoring and fuel services, helping customers grow their business.",https://abrahamandassociates.com/business-insurance/trucking-insurance,,,United States,5450 Northwest Central Dr.,Suite 120,Houston,Texas,77092,On,On,On,,tallegri@rtscarrierservices.com ,,,0033x000032G42OAAS,,677,pgreenbaum_677,1611328775,1611328775,,/agent-company/abraham-associates,0,1,0
1345,0,Agent Company,EZ Insurance,EZ Insurance,,Factoring and Fuel Discounts for Trucking Companies,English,https://www.rtsinc.com/sites/default/files/RTS%20Agent%20Page_139.jpg,,,,https://www.rtsinc.com/sites/default/files/EZ-Insurance.png,"RTS and EZ Insurance have a trusted partnership that provides access to factoring and fuel services, helping customers grow their business.",,,,United States,1585 Ellinwood Avenue,Suite 210,Des Plaines,Illinois,60016,On,On,On,,pmitchell@rtsfinancial.com,,,0031H000025qOMFQA2,,677,pgreenbaum_677,1611329217,1611329226,,/agent-company/ez-insurance,0,1,0
1347,0,Agent Company,Dale Insurance Agency,Dale Insurance Agency,,Factoring and Fuel Discounts for Trucking Companies,English,https://www.rtsinc.com/sites/default/files/RTS%20Agent%20Page_137.jpg,,,,https://www.rtsinc.com/sites/default/files/walter%20dale%20new%20logo_0.png,"RTS and Dale Insurance have a trusted partnership that provides access to factoring and fuel services, helping customers grow their business.",https://daleinsuranceagency.com/,,,United States,1245 County Hwy 522,,Parma,Missouri,63870,On,On,On,,ekamm@rtscarrierservices.com,,,0033x000032gGO0AAM,"Dale Insurance Agency offers many insurance options such as new quotes and cost comparison of your current insurance. They also offer quick and reliable service to customers securing Operating Authority.
",677,pgreenbaum_677,1611692711,1611788700,,/agent-company/dale-insurance,0,1,0
1348,0,Agent Company,Freight and Logistics Dispatcher,Freight and Logistics Dispatcher,,Factoring and Fuel Discounts for Trucking Companies,English,https://www.rtsinc.com/sites/default/files/RTS%20Agent%20Page_140.jpg,,,,https://www.rtsinc.com/sites/default/files/LOGO%20%281%29.PNG,"RTS and Freight and Logistics Dispatcher have a trusted partnership that provides access to factoring and fuel services, helping customers grow their business.",https://www.dooingdispatch.com/home,,,United States,1721 spc 1 E. Colton Avenue,,Redlands,California,92734,On,On,On,,dorellana@rtscarrierservices.com,,,0033x000032E3wQAAS,,677,pgreenbaum_677,1611796553,1611796553,,/agent-company/freight-and-logistics-dispatcher,0,1,0
1349,0,Agent Company,Interstate Trucking Consultants,Interstate Trucking Consultants,,Factoring and Fuel Discounts for Trucking Companies,English,https://www.rtsinc.com/sites/default/files/RTS%20Agent%20Page_141.jpg,,,,https://www.rtsinc.com/sites/default/files/ITC%20Logo%20New.PNG,"RTS and Interstate Trucking Consultants have a trusted partnership that provides access to factoring and fuel services, helping customers grow their business.",https://itccontact.com,,,United States,12164 Ehlen Road NE,,Aurora,Oregon,97002,On,On,On,,dcurry@rtscarrierservices.com,,,0031H000025r7amQAA,,677,pgreenbaum_677,1611797449,1611857996,,/agent-company/interstate-trucking-consultants,0,1,0
1350,0,Agent Company,Cothran Logistics,Cothran Logistics,,Factoring and Fuel Discounts for Trucking Companies,English,https://www.rtsinc.com/sites/default/files/RTS%20Agent%20Page_142.jpg,,,,https://www.rtsinc.com/sites/default/files/Cothran%20Logistics%20-%20Photo.JPG,"RTS and Cothran Logistics have a trusted partnership that provides access to factoring and fuel services, helping customers grow their business.",https://www.instagram.com/cothranlogistics/?hl=en,,https://www.facebook.com/cothranlogistics/posts/,United States,3348 Peachtree Rd #700,,Atlanta,Georgia,30326,On,On,On,,jbaggett@rtsfinancial.com,,,0031H00002Hn4hhQAB,,1322,slawrence_1322,1611932211,1612379101,,/agent-company/cothran-logistics,0,1,0
1356,0,Agent Company,South Texas Trucking & Carrier Permits Inc.,South Texas Trucking & Carrier Permits Inc.,,Factoring and Fuel Discounts for US Compliance Services Customers,English,https://www.rtsinc.com/sites/default/files/RTS%20Agent%20Page_143.jpg,,,,https://www.rtsinc.com/sites/default/files/South%20Texas%20Trucking%20Service.JPG,"RTS and South Texas Trucking & Carrier Permits Inc. have a trusted partnership that provides access to factoring and fuel services, helping customers grow their business.",http://southtexasdotservice.com/,,,United States,9804 cantera court,,Laredo,Texas,78045,On,On,On,,savila@rtsfinancial.com,,,0033x000030ZBYVAA4,,1322,slawrence_1322,1612379084,1612379084,,/agent-company/south-texas-trucking-carrier-permits-inc,0,1,0
1361,0,Agent Company,V&K Freight Broker LLC,V&K Freight Broker LLC,,Factoring and Fuel Discounts for US Compliance Services Customers,English,https://www.rtsinc.com/sites/default/files/RTS%20Agent%20Page_144.jpg,,,,https://www.rtsinc.com/sites/default/files/V%26K%20Logo.JPG,"RTS and V&K Freight Broker LLC have a trusted partnership that provides access to factoring and fuel services, helping customers grow their business.",,,https://www.facebook.com/VK-Freight-BrokerLLCDispatching-Service-106077544815956/,United States,815 Baylor Rd.,,Longview,Texas,75601,On,On,On,,lstrader@rtsfinancial.com,,,0033x000032gmFGAAY,,1322,slawrence_1322,1612385976,1618329101,,/agent-company/vk-freight-broker-llc,0,1,0
1367,0,Agent Company,Ace Trucking Express Inc,Ace Trucking Express Inc,,Factoring and Fuel Discounts for Trucking Companies,English,https://www.rtsinc.com/sites/default/files/RTS%20Agent%20Page_146.jpg,,,,https://www.rtsinc.com/sites/default/files/Ace%20logo%203_0.PNG,"RTS and Ace Trucking Express Inc have a trusted partnership that provides access to factoring and fuel services, helping customers grow their business.",https://acetruckingexpress.com,,,United States,1245 County Hwy 522,,Parma,Missouri,63870,On,On,On,,ekamm@rtscarrierservices.com,,,0033x000032gGO0AAM,,677,pgreenbaum_677,1612452491,1612453135,,/agent-company/ace-trucking-express-inc,0,1,0
1369,0,Agent Company,Truckers Coach TV,Truckers Coach TV,,Fuel Discounts for Trucking Companies,English,https://www.rtsinc.com/sites/default/files/RTS%20Agent%20Page_145.jpg,,,,https://www.rtsinc.com/sites/default/files/Truckers%20coach%20logo.PNG,"RTS and Truckers Coach TV have a trusted partnership that provides access to fuel services, helping customers grow their business.",https://www.youtube.com/channel/UCnE5uL3PxLcJd6gZ6ayTqDg,,https://www.facebook.com/groups/TheTruckersCoach/,United States,879 Wingo Road,,Wingo,Kentucky,42088,Off,On,Off,,ewagner@rtscarrierservices.com,,,0031H000025rCJSQA2,,677,pgreenbaum_677,1612885243,1612885361,,/agent-company/truckers-coach-tv,0,1,0
